sentences,ground_truth,total_words,bert_raw,bert_prediction,bert_successes,bert_prediction_length
"['""', 'Terrorists', 'and', 'smugglers', 'have', 'dug', 'up', 'the', 'mines', ',', 'defused', 'them', 'and', 'opened', 'up', 'wide', 'paths', 'in', 'some', 'areas', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21,21
"['They', 'can', 'come', 'in', 'and', 'out', 'easily', 'as', 'the', 'minefields', 'are', 'not', 'an', 'obstacle', ',', '""', 'it', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",19,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",19,19
"['An', 'armed', 'forces', 'spokesman', 'was', 'not', 'available', 'for', 'comment', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,10
"['Turkey', 'says', 'Syria', 'sponsors', 'the', 'PKK', ',', 'fighting', 'for', 'Kurdish', 'self-rule', 'in', 'southeast', 'Turkey', '.']","[5, 0, 5, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 5, 0]",15,"[{'entity': 'B-LOC', 'score': 0.9998275, 'index': 1, 'word': 'Turkey', 'start': 0, 'end': 6}, {'entity': 'B-LOC', 'score': 0.9997986, 'index': 3, 'word': 'Syria', 'start': 12, 'end': 17}, {'entity': 'B-ORG', 'score': 0.99873513, 'index': 6, 'word': 'P', 'start': 31, 'end': 32}, {'entity': 'I-ORG', 'score': 0.93548125, 'index': 7, 'word': '##K', 'start': 32, 'end': 33}, {'entity': 'I-ORG', 'score': 0.9985299, 'index': 8, 'word': '##K', 'start': 33, 'end': 34}, {'entity': 'B-MISC', 'score': 0.9983217, 'index': 12, 'word': 'Kurdish', 'start': 50, 'end': 57}, {'entity': 'B-LOC', 'score': 0.99980193, 'index': 18, 'word': 'Turkey', 'start': 81, 'end': 87}]","[5, 0, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 5, 0]",14,15
"['Damascus', 'denies', 'aiding', 'the', 'rebels', '.']","[5, 0, 0, 0, 0, 0]",6,"[{'entity': 'B-LOC', 'score': 0.99972826, 'index': 1, 'word': 'Damascus', 'start': 0, 'end': 8}]","[5, 0, 0, 0, 0, 0]",6,6
"['The', 'PKK', 'also', 'crosses', 'into', 'Turkey', 'from', 'bases', 'in', 'the', 'mountains', 'of', 'northern', 'Iraq', '.']","[0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0]",15,"[{'entity': 'B-ORG', 'score': 0.9993647, 'index': 2, 'word': 'P', 'start': 4, 'end': 5}, {'entity': 'I-ORG', 'score': 0.8384094, 'index': 3, 'word': '##K', 'start': 5, 'end': 6}, {'entity': 'I-ORG', 'score': 0.9981927, 'index': 4, 'word': '##K', 'start': 6, 'end': 7}, {'entity': 'B-LOC', 'score': 0.9998441, 'index': 8, 'word': 'Turkey', 'start': 26, 'end': 32}, {'entity': 'B-LOC', 'score': 0.9998349, 'index': 16, 'word': 'Iraq', 'start': 73, 'end': 77}]","[0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0]",15,15
"['More', 'than', '21,000', 'people', 'have', 'died', 'in', 'the', '12-year-old', 'conflict', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,11
"['Three', 'dead', 'in', 'Kurd', 'militia', 'blood', 'feud', 'in', 'Turkey', '.']","[0, 0, 0, 7, 0, 0, 0, 0, 5, 0]",10,"[{'entity': 'B-MISC', 'score': 0.9994241, 'index': 4, 'word': 'Ku', 'start': 14, 'end': 16}, {'entity': 'B-MISC', 'score': 0.5689421, 'index': 5, 'word': '##rd', 'start': 16, 'end': 18}, {'entity': 'B-LOC', 'score': 0.9997975, 'index': 10, 'word': 'Turkey', 'start': 41, 'end': 47}]","[0, 0, 0, 0, 0, 0, 0, 0, 5, 0]",9,10
"['DIYARBAKIR', ',', 'Turkey', '1996-12-06']","[5, 0, 5, 0]",4,"[{'entity': 'B-LOC', 'score': 0.99861777, 'index': 1, 'word': 'D', 'start': 0, 'end': 1}, {'entity': 'I-LOC', 'score': 0.9653207, 'index': 2, 'word': '##I', 'start': 1, 'end': 2}, {'entity': 'I-LOC', 'score': 0.9793768, 'index': 3, 'word': '##Y', 'start': 2, 'end': 3}, {'entity': 'I-LOC', 'score': 0.9924643, 'index': 4, 'word': '##AR', 'start': 3, 'end': 5}, {'entity': 'I-LOC', 'score': 0.9934422, 'index': 5, 'word': '##BA', 'start': 5, 'end': 7}, {'entity': 'I-LOC', 'score': 0.9833498, 'index': 6, 'word': '##K', 'start': 7, 'end': 8}, {'entity': 'I-LOC', 'score': 0.99588156, 'index': 7, 'word': '##IR', 'start': 8, 'end': 10}, {'entity': 'B-LOC', 'score': 0.9998116, 'index': 9, 'word': 'Turkey', 'start': 13, 'end': 19}]","[5, 0, 5, 0]",4,4
"['Three', 'people', 'were', 'killed', 'on', 'Friday', 'in', 'a', 'gun', 'battle', 'between', 'rival', 'groups', 'of', 'anti-guerrilla', 'militiamen', 'on', 'the', 'streets', 'of', 'this', 'southeastern', 'Turkish', 'city', ',', 'police', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0]",28,"[{'entity': 'B-MISC', 'score': 0.99964035, 'index': 26, 'word': 'Turkish', 'start': 137, 'end': 144}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",27,28
"['Four', 'others', 'were', 'wounded', 'in', 'the', 'clash', ',', 'caused', 'by', 'a', 'blood', 'feud', 'between', 'two', 'families', ',', 'the', 'Kesers', 'and', 'Karabuluts', ',', 'serving', 'as', 'state-paid', 'village', 'guards', 'against', 'Kurdish', 'rebels', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]",31,"[{'entity': 'B-MISC', 'score': 0.44223005, 'index': 19, 'word': 'Ke', 'start': 90, 'end': 92}, {'entity': 'I-ORG', 'score': 0.25315014, 'index': 20, 'word': '##ser', 'start': 92, 'end': 95}, {'entity': 'B-LOC', 'score': 0.85497946, 'index': 23, 'word': 'Kara', 'start': 101, 'end': 105}, {'entity': 'I-LOC', 'score': 0.48006123, 'index': 24, 'word': '##bul', 'start': 105, 'end': 108}, {'entity': 'I-MISC', 'score': 0.5641247, 'index': 25, 'word': '##uts', 'start': 108, 'end': 111}, {'entity': 'B-MISC', 'score': 0.9996804, 'index': 35, 'word': 'Kurdish', 'start': 159, 'end': 166}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,31
"['Police', 'said', 'the', 'guards', 'fired', 'automatic', 'weapons', 'at', 'each', 'other', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,11
"['One', 'of', 'the', 'dead', 'was', 'a', 'civilian', 'passer-by', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,9
"['The', 'role', 'of', 'the', '70,000', 'mainly', 'Kurdish', 'village', 'guards', 'who', 'fight', 'Kurdistan', 'Workers', 'Party', '(', 'PKK', ')', 'guerrillas', 'in', 'the', 'southeast', 'has', 'been', 'questioned', 'recently', 'after', 'media', 'allegations', 'that', 'many', 'of', 'them', 'are', 'involved', 'in', 'common', 'crime', '.']","[0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 4, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",38,"[{'entity': 'B-MISC', 'score': 0.999508, 'index': 9, 'word': 'Kurdish', 'start': 30, 'end': 37}, {'entity': 'B-ORG', 'score': 0.9995448, 'index': 14, 'word': 'Kurdistan', 'start': 63, 'end': 72}, {'entity': 'I-ORG', 'score': 0.99942845, 'index': 15, 'word': 'Workers', 'start': 73, 'end': 80}, {'entity': 'I-ORG', 'score': 0.99937195, 'index': 16, 'word': 'Party', 'start': 81, 'end': 86}, {'entity': 'B-ORG', 'score': 0.9993492, 'index': 18, 'word': 'P', 'start': 89, 'end': 90}, {'entity': 'I-ORG', 'score': 0.99424064, 'index': 19, 'word': '##K', 'start': 90, 'end': 91}, {'entity': 'I-ORG', 'score': 0.9991744, 'index': 20, 'word': '##K', 'start': 91, 'end': 92}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",37,38
"['The', 'head', 'of', 'the', 'region', ""'s"", 'main', 'pro-state', 'militia', 'is', 'at', 'the', 'centre', 'of', 'a', 'security', 'scandal', 'that', 'has', 'shaken', 'the', 'government', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23,23
"['More', 'than', '21,000', 'people', 'have', 'been', 'killed', 'in', 'the', '12-year-old', 'conflict', 'between', 'Turkish', 'security', 'forces', 'and', 'the', 'PKK', ',', 'fighting', 'for', 'Kurdish', 'autonomy', 'or', 'independence', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0]",26,"[{'entity': 'B-MISC', 'score': 0.9997818, 'index': 19, 'word': 'Turkish', 'start': 77, 'end': 84}, {'entity': 'B-ORG', 'score': 0.9993899, 'index': 24, 'word': 'P', 'start': 109, 'end': 110}, {'entity': 'B-ORG', 'score': 0.7372084, 'index': 25, 'word': '##K', 'start': 110, 'end': 111}, {'entity': 'I-ORG', 'score': 0.9989342, 'index': 26, 'word': '##K', 'start': 111, 'end': 112}, {'entity': 'B-MISC', 'score': 0.99964523, 'index': 30, 'word': 'Kurdish', 'start': 128, 'end': 135}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",24,26
"['Texas', '/', 'w', 'Okla', 'fed', 'cattle', 'roundup', '-', 'USDA', '.']","[5, 0, 0, 5, 0, 0, 0, 0, 3, 0]",10,"[{'entity': 'B-LOC', 'score': 0.99950814, 'index': 1, 'word': 'Texas', 'start': 0, 'end': 5}, {'entity': 'B-PER', 'score': 0.73150206, 'index': 4, 'word': 'Ok', 'start': 10, 'end': 12}, {'entity': 'B-ORG', 'score': 0.9990792, 'index': 11, 'word': 'USD', 'start': 36, 'end': 39}, {'entity': 'I-ORG', 'score': 0.9977755, 'index': 12, 'word': '##A', 'start': 39, 'end': 40}]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,10
"['AMARILLO', '1996-12-06']","[5, 0]",2,"[{'entity': 'B-LOC', 'score': 0.9985362, 'index': 1, 'word': 'AM', 'start': 0, 'end': 2}, {'entity': 'I-LOC', 'score': 0.9928247, 'index': 2, 'word': '##AR', 'start': 2, 'end': 4}, {'entity': 'I-LOC', 'score': 0.98871976, 'index': 3, 'word': '##IL', 'start': 4, 'end': 6}, {'entity': 'I-LOC', 'score': 0.93414456, 'index': 4, 'word': '##L', 'start': 6, 'end': 7}, {'entity': 'I-LOC', 'score': 0.9822494, 'index': 5, 'word': '##O', 'start': 7, 'end': 8}]","[5, 0]",2,2
"['Trade', 'very', 'slow', 'in', 'the', 'Panhandle', 'area', 'Thursday', '.']","[0, 0, 0, 0, 0, 5, 0, 0, 0]",9,"[{'entity': 'B-LOC', 'score': 0.9988078, 'index': 6, 'word': 'Pan', 'start': 23, 'end': 26}, {'entity': 'I-LOC', 'score': 0.99660885, 'index': 7, 'word': '##hand', 'start': 26, 'end': 30}, {'entity': 'I-LOC', 'score': 0.9949207, 'index': 8, 'word': '##le', 'start': 30, 'end': 32}]","[0, 0, 0, 0, 0, 5, 0, 0, 0]",9,9
"['Slaughter', 'steers', 'and', 'heifers', 'not', 'well', 'tested', '.']","[0, 0, 0, 0, 0, 0, 0, 0]",8,[],"[0, 0, 0, 0, 0, 0, 0, 0]",8,8
"['Feedlots', 'reporting', 'light', 'inquiry', 'from', 'buyers', '.']","[0, 0, 0, 0, 0, 0, 0]",7,[],"[0, 0, 0, 0, 0, 0, 0]",7,7
"['-', 'USDA']","[0, 3]",2,"[{'entity': 'B-ORG', 'score': 0.9988563, 'index': 2, 'word': 'USD', 'start': 2, 'end': 5}, {'entity': 'I-ORG', 'score': 0.99653023, 'index': 3, 'word': '##A', 'start': 5, 'end': 6}]","[0, 3]",2,2
"['Thursday', '200', 'Week', 'Ago', 'Holiday', 'Year', 'Ago', '10,900']","[0, 0, 0, 0, 0, 0, 0, 0]",8,[],"[0, 0, 0, 0, 0, 0, 0, 0]",8,8
"['Wk', 'to', 'Date', '69,100', 'Week', 'Ago', '58,100', 'Year', 'Ago', '30,800']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,10
"['Sales', 'reported', 'on', '200', 'head', 'steers', ';', '69,100', 'head', 'confirmed', 'for', 'week', 'to', 'date', 'which', 'includes', '14,000', 'formulated', 'and', '3,400', 'contracted', 'cattle', 'to', 'be', 'shipped', 'this', 'week', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,28
"['Slaughter', 'Steers', ':', 'Pen', 'Select', 'and', 'Choice', '2-3', ',', '1150', 'lbs', '67.00', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,"[{'entity': 'I-MISC', 'score': 0.59406954, 'index': 4, 'word': 'St', 'start': 10, 'end': 12}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,13
"['Pen', 'Select', ',', 'few', 'choice', '2-3', '1150', 'lbs', '66.00', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,10
"['Kansas', 'feedlot', 'cattle', 'roundup', '-', 'USDA', '.']","[5, 0, 0, 0, 0, 3, 0]",7,"[{'entity': 'B-LOC', 'score': 0.9997445, 'index': 1, 'word': 'Kansas', 'start': 0, 'end': 6}, {'entity': 'B-ORG', 'score': 0.99927837, 'index': 8, 'word': 'USD', 'start': 32, 'end': 35}, {'entity': 'I-ORG', 'score': 0.9987149, 'index': 9, 'word': '##A', 'start': 35, 'end': 36}]","[5, 0, 0, 0, 0, 3, 0]",7,7
"['DODGE', 'CITY', '1996-12-06']","[5, 6, 0]",3,"[{'entity': 'B-LOC', 'score': 0.9992255, 'index': 1, 'word': 'D', 'start': 0, 'end': 1}, {'entity': 'I-LOC', 'score': 0.97268516, 'index': 2, 'word': '##OD', 'start': 1, 'end': 3}, {'entity': 'I-LOC', 'score': 0.9791085, 'index': 3, 'word': '##GE', 'start': 3, 'end': 5}, {'entity': 'I-LOC', 'score': 0.9991984, 'index': 4, 'word': 'C', 'start': 6, 'end': 7}, {'entity': 'I-LOC', 'score': 0.98997647, 'index': 5, 'word': '##IT', 'start': 7, 'end': 9}, {'entity': 'I-LOC', 'score': 0.9980672, 'index': 6, 'word': '##Y', 'start': 9, 'end': 10}]","[5, 6, 0]",3,3
"['Trade', 'slow', '.']","[0, 0, 0]",3,[],"[0, 0, 0]",3,3
"['Not', 'enough', 'slaughter', 'steer', 'or', 'heifer', 'sales', 'confirmed', 'for', 'an', 'adequate', 'market', 'test', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,14
"['-', 'USDA']","[0, 3]",2,"[{'entity': 'B-ORG', 'score': 0.9988563, 'index': 2, 'word': 'USD', 'start': 2, 'end': 5}, {'entity': 'I-ORG', 'score': 0.99653023, 'index': 3, 'word': '##A', 'start': 5, 'end': 6}]","[0, 3]",2,2
"['Thursday', '600', 'week', 'ago', 'holiday', 'year', 'ago', '14,200']","[0, 0, 0, 0, 0, 0, 0, 0]",8,[],"[0, 0, 0, 0, 0, 0, 0, 0]",8,8
"['week', 'to', 'date', '89,300', 'week', 'ago', '71,000', 'year', 'ago', '47,200']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,10
"['Inquiry', 'good', ',', 'demand', 'light', '.']","[0, 0, 0, 0, 0, 0]",6,[],"[0, 0, 0, 0, 0, 0]",6,6
"['Sales', 'confirmed', 'on', '500', 'slaughter', 'steers', 'and', '100', 'slaughter', 'heifers', 'Thursday', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",12,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",12,12
"['For', 'the', 'week', 'to', 'date', '89,300', 'head', 'confirmed', 'including', '30,600', 'head', 'of', 'contracted', 'or', 'formulated', 'cattle', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",17,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",17,17
"['Steers', ':', 'Select', 'and', 'Choice', '2-3', ',', '1200', 'lbs', '67.00', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,11
"['Heifers', ':', 'Select', 'and', 'Choice', '2-3', ',', '1150', 'lbs', '67.00', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,11
"['Delphis', 'Hanover', 'weekly', 'municipal', 'bond', 'yields', '.']","[3, 4, 0, 0, 0, 0, 0]",7,"[{'entity': 'B-ORG', 'score': 0.9975877, 'index': 1, 'word': 'Del', 'start': 0, 'end': 3}, {'entity': 'I-ORG', 'score': 0.9970283, 'index': 2, 'word': '##phi', 'start': 3, 'end': 6}, {'entity': 'I-ORG', 'score': 0.9930559, 'index': 3, 'word': '##s', 'start': 6, 'end': 7}, {'entity': 'I-ORG', 'score': 0.9971826, 'index': 4, 'word': 'Hanover', 'start': 8, 'end': 15}]","[3, 4, 0, 0, 0, 0, 0]",7,7
"['Delphis', 'Hanover', 'weekly', 'muni', 'bond', 'yields', 'calculated', 'Dec', '5']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",9,"[{'entity': 'B-ORG', 'score': 0.9967957, 'index': 1, 'word': 'Del', 'start': 0, 'end': 3}, {'entity': 'I-ORG', 'score': 0.99515057, 'index': 2, 'word': '##phi', 'start': 3, 'end': 6}, {'entity': 'I-ORG', 'score': 0.982675, 'index': 3, 'word': '##s', 'start': 6, 'end': 7}, {'entity': 'I-ORG', 'score': 0.98420596, 'index': 4, 'word': 'Hanover', 'start': 8, 'end': 15}]","[3, 4, 0, 0, 0, 0, 0, 0, 0]",9,9
"['Aaa', 'Aa', 'A', 'Baa']","[0, 0, 0, 0]",4,[],"[0, 0, 0, 0]",4,4
"['1997', '3.50', '3.60*', '3.70', '3.75', '4.00', '4.00', '4.30', '4.35']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,9
"['2001', '4.20', '4.20', '4.35', '4.40', '4.65', '4.65', '5.00', '5.00']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,9
"['2006', '4.70', '4.70', '4.85', '4.85', '5.15', '5.15', '5.50', '5.50']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,9
"['2011', '5.15', '5.15', '5.30', '5.30', '5.60', '5.60', '5.90', '5.90']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,9
"['2016', '5.35', '5.30', '5.50', '5.45', '5.80', '5.75', '6.10', '6.05']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,9
"['2021', '5.45', '5.40', '5.60', '5.55', '5.90', '5.85', '6.20', '6.15']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,9
"['2026', '5.50', '5.45', '5.65', '5.60', '5.95', '5.90', '6.25', '6.20']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]",9,9
"['*from', 'previous', 'calculation', 'on', 'Nov', '27']","[0, 0, 0, 0, 0, 0]",6,[],"[0, 0, 0, 0, 0, 0]",6,6
"['--', 'U.S.', 'Municipal', 'Desk', ',', '212-859-1650']","[0, 3, 4, 4, 0, 0]",6,"[{'entity': 'B-ORG', 'score': 0.9992562, 'index': 3, 'word': 'U', 'start': 3, 'end': 4}, {'entity': 'I-ORG', 'score': 0.9967338, 'index': 4, 'word': '.', 'start': 4, 'end': 5}, {'entity': 'I-ORG', 'score': 0.9984372, 'index': 5, 'word': 'S', 'start': 5, 'end': 6}, {'entity': 'I-ORG', 'score': 0.9962813, 'index': 6, 'word': '.', 'start': 6, 'end': 7}, {'entity': 'I-ORG', 'score': 0.99917185, 'index': 7, 'word': 'Municipal', 'start': 8, 'end': 17}, {'entity': 'I-ORG', 'score': 0.9993388, 'index': 8, 'word': 'Des', 'start': 18, 'end': 21}, {'entity': 'I-ORG', 'score': 0.99882954, 'index': 9, 'word': '##k', 'start': 21, 'end': 22}]","[0, 3, 4, 4, 0, 0]",6,6
"['ACCESS', 'energy', 'futures', 'prices', 'add', 'to', 'daytime', 'gains', '.']","[7, 0, 0, 0, 0, 0, 0, 0, 0]",9,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,9
"['LOS', 'ANGELES', '1996-12-05']","[3, 4, 0]",3,"[{'entity': 'B-LOC', 'score': 0.9988367, 'index': 1, 'word': 'L', 'start': 0, 'end': 1}, {'entity': 'I-LOC', 'score': 0.99357563, 'index': 2, 'word': '##OS', 'start': 1, 'end': 3}, {'entity': 'I-LOC', 'score': 0.9989906, 'index': 3, 'word': 'AN', 'start': 4, 'end': 6}, {'entity': 'I-LOC', 'score': 0.9957344, 'index': 4, 'word': '##GE', 'start': 6, 'end': 8}, {'entity': 'I-LOC', 'score': 0.98621607, 'index': 5, 'word': '##LE', 'start': 8, 'end': 10}, {'entity': 'I-LOC', 'score': 0.9984774, 'index': 6, 'word': '##S', 'start': 10, 'end': 11}]","[5, 6, 0]",1,3
"['U.S.', 'energy', 'futures', 'added', 'to', 'floor', 'session', 'gains', 'in', 'light', 'NYMEX', 'ACCESS', 'trade', 'Thursday', ',', 'as', 'forecasts', 'for', 'colder', 'temperatures', 'in', 'distillate-hungry', 'Northeastern', 'markets', 'raised', 'supply', 'concerns', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,"[{'entity': 'B-LOC', 'score': 0.99949944, 'index': 1, 'word': 'U', 'start': 0, 'end': 1}, {'entity': 'I-LOC', 'score': 0.99776995, 'index': 2, 'word': '.', 'start': 1, 'end': 2}, {'entity': 'I-LOC', 'score': 0.998882, 'index': 3, 'word': 'S', 'start': 2, 'end': 3}, {'entity': 'I-LOC', 'score': 0.98580706, 'index': 4, 'word': '.', 'start': 3, 'end': 4}, {'entity': 'B-LOC', 'score': 0.5213465, 'index': 37, 'word': 'Northeastern', 'start': 146, 'end': 158}]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]",25,28
"['""', 'The', 'cold', 'weather', 'forecasts', 'are', 'helping', 'right', 'now', ',', '""', 'a', 'trader', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,15
"['Earlier', ',', 'NYMEX', 'crude', 'ended', 'daytime', 'trade', '78', 'cents', 'higher', 'at', '$', '25.58', 'a', 'barrel', ',', 'following', 'breakthroughs', 'of', 'key', 'technical', 'levels', 'and', 'reports', 'of', 'tighter', 'supplies', '.']","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,"[{'entity': 'B-ORG', 'score': 0.844479, 'index': 3, 'word': 'NY', 'start': 10, 'end': 12}, {'entity': 'I-ORG', 'score': 0.8267378, 'index': 4, 'word': '##ME', 'start': 12, 'end': 14}, {'entity': 'I-ORG', 'score': 0.72453624, 'index': 5, 'word': '##X', 'start': 14, 'end': 15}]","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,28
"['Front-month', 'heating', 'oil', 'firmed', '0.09', 'cents', 'a', 'gallon', 'to', '75.20', 'cents', 'as', 'roughly', '100', 'lots', 'changed', 'hands', 'within', 'the', 'first', 'few', 'hours', 'of', 'ACCESS', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]",25,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24,25
"['About', '112', 'lots', 'were', 'exchanged', 'overall', ',', 'traders', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,10
