sentences,ground_truth,total_words,llm_raw,llm_prediction,llm_successes,bert_prediction,bert_successes
"['Can', 'one', 'of', 'your', 'research', 'staff', 'justify', 'a', 'suitable', '20', 'year', 'volalatility', 'number', 'for', 'USD', '/', 'Euro', '.']","['AUX', 'NUM', 'ADP', 'PRON', 'NOUN', 'NOUN', 'VERB', 'DET', 'ADJ', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']",18,"[{'raw_response': ""Tags: [{'text': 'Can', 'tag': 'AUX'}, \n {'text': 'one', 'tag': 'PRON'}, \n {'text': 'of', 'tag': 'ADP'}, \n {'text': 'your', 'tag': 'PRON'}, \n {'text': 'research', 'tag': 'NOUN'}, \n {'text': 'staff', 'tag': 'NOUN'}, \n {'text': 'justify', 'tag': 'VERB'}, \n {'text': 'a', 'tag': 'DET'}, \n {'text': 'suitable', 'tag': 'ADJ'}, \n {'text': '20', 'tag': 'NUM'}, \n {'text': 'year', 'tag': 'NOUN'}, \n {'text': 'volatility', 'tag': 'NOUN'}, \n {'text': 'number', 'tag': 'NOUN'}, \n {'text': 'for', 'tag': 'ADP'}, \n {'text': 'USD', 'tag': 'PROPN'}, \n {'text': '/', 'tag': 'SYM'}, \n {'text': 'Euro', 'tag': 'PROPN'}, \n {'text': '.', 'tag': 'PUNCT'}]"", 'parsed_json': {'error': 'Response could not be parsed as JSON', 'raw_output': ""Tags: [{'text': 'Can', 'tag': 'AUX'}, \n {'text': 'one', 'tag': 'PRON'}, \n {'text': 'of', 'tag': 'ADP'}, \n {'text': 'your', 'tag': 'PRON'}, \n {'text': 'research', 'tag': 'NOUN'}, \n {'text': 'staff', 'tag': 'NOUN'}, \n {'text': 'justify', 'tag': 'VERB'}, \n {'text': 'a', 'tag': 'DET'}, \n {'text': 'suitable', 'tag': 'ADJ'}, \n {'text': '20', 'tag': 'NUM'}, \n {'text': 'year', 'tag': 'NOUN'}, \n {'text': 'volatility', 'tag': 'NOUN'}, \n {'text': 'number', 'tag': 'NOUN'}, \n {'text': 'for', 'tag': 'ADP'}, \n {'text': 'USD', 'tag': 'PROPN'}, \n {'text': '/', 'tag': 'SYM'}, \n {'text': 'Euro', 'tag': 'PROPN'}, \n {'text': '.', 'tag': 'PUNCT'}]""}}]",[],0,"['MD', 'CD', 'IN', 'PRP$', 'NN', 'NN', 'VB', 'SYM', 'JJ', 'CD', 'NN', 'NN', 'NN', 'IN', 'NNP', ':', 'NN', '.']",0
"['Ideally', ',', 'we', 'would', 'like', 'a', 'fast', 'turnaround', '.']","['ADV', 'PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",9,"[{'raw_response': '[\n  {""text"": ""Ideally"", ""tag"": ""ADV""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""we"", ""tag"": ""PRON""},\n  {""text"": ""would"", ""tag"": ""AUX""},\n  {""text"": ""like"", ""tag"": ""VERB""},\n  {""text"": ""a"", ""tag"": ""DET""},\n  {""text"": ""fast"", ""tag"": ""ADJ""},\n  {""text"": ""turnaround"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'Ideally', 'tag': 'ADV'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'we', 'tag': 'PRON'}, {'text': 'would', 'tag': 'AUX'}, {'text': 'like', 'tag': 'VERB'}, {'text': 'a', 'tag': 'DET'}, {'text': 'fast', 'tag': 'ADJ'}, {'text': 'turnaround', 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}]}]","['ADV', 'PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",9,"['RB', ',', 'PRP', 'MD', 'IN', 'SYM', 'RB', 'NN', '.']",0
"['In', 'addition', ',', 'is', 'there', 'someone', 'who', 'could', 'consider', 'the', 'correlation', 'between', 'US', 'CPI', 'and', 'the', '$', '/', 'euro', 'exchange', 'rate', '.']","['ADP', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']",22,"[{'raw_response': '[\n  {""text"": ""In"", ""tag"": ""ADP""},\n  {""text"": ""addition"", ""tag"": ""NOUN""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""is"", ""tag"": ""AUX""},\n  {""text"": ""there"", ""tag"": ""PRON""},\n  {""text"": ""someone"", ""tag"": ""NOUN""},\n  {""text"": ""who"", ""tag"": ""PRON""},\n  {""text"": ""could"", ""tag"": ""AUX""},\n  {""text"": ""consider"", ""tag"": ""VERB""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""correlation"", ""tag"": ""NOUN""},\n  {""text"": ""between"", ""tag"": ""ADP""},\n  {""text"": ""US"", ""tag"": ""PROPN""},\n  {""text"": ""CPI"", ""tag"": ""NOUN""},\n  {""text"": ""and"", ""tag"": ""CCONJ""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""$"", ""tag"": ""SYM""},\n  {""text"": ""/"", ""tag"": ""PUNCT""},\n  {""text"": ""euro"", ""tag"": ""NOUN""},\n  {""text"": ""exchange"", ""tag"": ""NOUN""},\n  {""text"": ""rate"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'In', 'tag': 'ADP'}, {'text': 'addition', 'tag': 'NOUN'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'is', 'tag': 'AUX'}, {'text': 'there', 'tag': 'PRON'}, {'text': 'someone', 'tag': 'NOUN'}, {'text': 'who', 'tag': 'PRON'}, {'text': 'could', 'tag': 'AUX'}, {'text': 'consider', 'tag': 'VERB'}, {'text': 'the', 'tag': 'DET'}, {'text': 'correlation', 'tag': 'NOUN'}, {'text': 'between', 'tag': 'ADP'}, {'text': 'US', 'tag': 'PROPN'}, {'text': 'CPI', 'tag': 'NOUN'}, {'text': 'and', 'tag': 'CCONJ'}, {'text': 'the', 'tag': 'DET'}, {'text': '$', 'tag': 'SYM'}, {'text': '/', 'tag': 'PUNCT'}, {'text': 'euro', 'tag': 'NOUN'}, {'text': 'exchange', 'tag': 'NOUN'}, {'text': 'rate', 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}]}]","['ADP', 'NOUN', 'PUNCT', 'AUX', 'PRON', 'NOUN', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'CCONJ', 'DET', 'SYM', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']",19,"['IN', 'NN', ',', 'VBZ', 'RB', 'NN', 'WP', 'MD', 'VB', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'CC', 'DT', '$', ':', 'NN', 'NN', 'NN', '.']",0
"['The', 'credit', 'guys', 'are', 'currently', 'assuming', 'that', 'there', 'is', 'no', 'correlation', 'and', 'may', 'consequently', 'be', 'double', 'dipping', 'the', 'credit', 'reserve', 'on', 'this', 'basis', 'too', '.']","['DET', 'NOUN', 'NOUN', 'AUX', 'ADV', 'VERB', 'SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'CCONJ', 'AUX', 'ADV', 'AUX', 'ADJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'PUNCT']",25,"[{'raw_response': ""Tags: [{'text': 'The', 'tag': 'DT'}, {'text': 'credit', 'tag': 'NNP'}, {'text': 'guys', 'tag': 'NNS'}, {'text': 'are', 'tag': 'VBZ'}, {'text': 'currently', 'tag': 'RB'}, {'text': 'assuming', 'tag': 'VBG'}, {'text': 'that', 'tag': 'IN'}, {'text': 'there', 'tag': 'EX'}, {'text': 'is', 'tag': 'VBZ'}, {'text': 'no', 'tag': 'DT'}, {'text': 'correlation', 'tag': 'NN'}, {'text': 'and', 'tag': 'CC'}, {'text': 'may', 'tag': 'MD'}, {'text': 'consequently', 'tag': 'RB'}, {'text': 'be', 'tag': 'VBZ'}, {'text': 'double', 'tag': 'JJ'}, {'text': 'dipping', 'tag': 'VBG'}, {'text': 'the', 'tag': 'DT'}, {'text': 'credit', 'tag': 'NNP'}, {'text': 'reserve', 'tag': 'NN'}, {'text': 'on', 'tag': 'IN'}, {'text': 'this', 'tag': 'DT'}, {'text': 'basis', 'tag': 'NN'}, {'text': 'too', 'tag': 'RB'}, {'text': '.', 'tag': '.'}]"", 'parsed_json': {'error': 'Response could not be parsed as JSON', 'raw_output': ""Tags: [{'text': 'The', 'tag': 'DT'}, {'text': 'credit', 'tag': 'NNP'}, {'text': 'guys', 'tag': 'NNS'}, {'text': 'are', 'tag': 'VBZ'}, {'text': 'currently', 'tag': 'RB'}, {'text': 'assuming', 'tag': 'VBG'}, {'text': 'that', 'tag': 'IN'}, {'text': 'there', 'tag': 'EX'}, {'text': 'is', 'tag': 'VBZ'}, {'text': 'no', 'tag': 'DT'}, {'text': 'correlation', 'tag': 'NN'}, {'text': 'and', 'tag': 'CC'}, {'text': 'may', 'tag': 'MD'}, {'text': 'consequently', 'tag': 'RB'}, {'text': 'be', 'tag': 'VBZ'}, {'text': 'double', 'tag': 'JJ'}, {'text': 'dipping', 'tag': 'VBG'}, {'text': 'the', 'tag': 'DT'}, {'text': 'credit', 'tag': 'NNP'}, {'text': 'reserve', 'tag': 'NN'}, {'text': 'on', 'tag': 'IN'}, {'text': 'this', 'tag': 'DT'}, {'text': 'basis', 'tag': 'NN'}, {'text': 'too', 'tag': 'RB'}, {'text': '.', 'tag': '.'}]""}}]",[],0,"['DT', 'NN', 'NNS', 'VBP', 'RB', 'VBG', 'IN', 'RB', 'VBZ', 'RB', 'NN', 'CC', 'MD', 'RB', 'VB', 'RB', 'VBG', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', 'RB', '.']",0
"['Grateful', 'for', 'any', 'help', 'or', 'suggestions', 'you', 'could', 'provide', '.']","['ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PRON', 'AUX', 'VERB', 'PUNCT']",10,"[{'raw_response': '[\n  {""text"": ""Grateful"", ""tag"": ""ADJ""},\n  {""text"": ""for"", ""tag"": ""ADP""},\n  {""text"": ""any"", ""tag"": ""DET""},\n  {""text"": ""help"", ""tag"": ""NOUN""},\n  {""text"": ""or"", ""tag"": ""CCONJ""},\n  {""text"": ""suggestions"", ""tag"": ""NOUN""},\n  {""text"": ""you"", ""tag"": ""PRON""},\n  {""text"": ""could"", ""tag"": ""AUX""},\n  {""text"": ""provide"", ""tag"": ""VERB""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'Grateful', 'tag': 'ADJ'}, {'text': 'for', 'tag': 'ADP'}, {'text': 'any', 'tag': 'DET'}, {'text': 'help', 'tag': 'NOUN'}, {'text': 'or', 'tag': 'CCONJ'}, {'text': 'suggestions', 'tag': 'NOUN'}, {'text': 'you', 'tag': 'PRON'}, {'text': 'could', 'tag': 'AUX'}, {'text': 'provide', 'tag': 'VERB'}, {'text': '.', 'tag': 'PUNCT'}]}]","['ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PRON', 'AUX', 'VERB', 'PUNCT']",10,"['JJ', 'IN', 'DT', 'VB', 'CC', 'NNS', 'PRP', 'MD', 'VB', '.']",0
['Sid'],['PROPN'],1,"[{'raw_response': '[\'is\'] [\'also\'] a [player].\n\n[\n  {""Sid"": ""PROPN""},\n  {""is"": ""AUX""},\n  {""also"": ""ADV""},\n  {""a"": ""DET""},\n  {""player"": ""NOUN""}\n]', 'parsed_json': {'error': 'Response could not be parsed as JSON', 'raw_output': '[\'is\'] [\'also\'] a [player].\n\n[\n  {""Sid"": ""PROPN""},\n  {""is"": ""AUX""},\n  {""also"": ""ADV""},\n  {""a"": ""DET""},\n  {""player"": ""NOUN""}\n]'}}]",[],0,['NNP'],0
"['Vincent', ',']","['PROPN', 'PUNCT']",2,"[{'raw_response': '[\n  {""text"": ""Vincent"", ""tag"": ""PROPN""},\n  {""text"": "","", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'Vincent', 'tag': 'PROPN'}, {'text': ',', 'tag': 'PUNCT'}]}]","['PROPN', 'PUNCT']",2,"['NNP', ',']",0
"['I', 'met', 'you', 'at', 'the', 'Risk', 'conference', 'last', 'week', 'in', 'Houston', '.']","['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']",12,"[{'raw_response': '[\n  {""text"": ""I"", ""tag"": ""PRON""},\n  {""text"": ""met"", ""tag"": ""VERB""},\n  {""text"": ""you"", ""tag"": ""PRON""},\n  {""text"": ""at"", ""tag"": ""ADP""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""Risk"", ""tag"": ""PROPN""},\n  {""text"": ""conference"", ""tag"": ""NOUN""},\n  {""text"": ""last"", ""tag"": ""ADJ""},\n  {""text"": ""week"", ""tag"": ""NOUN""},\n  {""text"": ""in"", ""tag"": ""ADP""},\n  {""text"": ""Houston"", ""tag"": ""PROPN""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'I', 'tag': 'PRON'}, {'text': 'met', 'tag': 'VERB'}, {'text': 'you', 'tag': 'PRON'}, {'text': 'at', 'tag': 'ADP'}, {'text': 'the', 'tag': 'DET'}, {'text': 'Risk', 'tag': 'PROPN'}, {'text': 'conference', 'tag': 'NOUN'}, {'text': 'last', 'tag': 'ADJ'}, {'text': 'week', 'tag': 'NOUN'}, {'text': 'in', 'tag': 'ADP'}, {'text': 'Houston', 'tag': 'PROPN'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'PROPN', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']",11,"['PRP', 'IN', 'PRP', 'IN', 'DT', 'NN', 'NN', 'RB', 'NN', 'IN', 'NNP', '.']",0
"['I', 'enjoyed', 'your', 'presentations', 'very', 'much', '.']","['PRON', 'VERB', 'PRON', 'NOUN', 'ADV', 'ADV', 'PUNCT']",7,"[{'raw_response': '[\n  {""text"": ""\'"", ""tag"": ""PUNCT""},\n  {""text"": ""I"", ""tag"": ""PRON""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""enjoyed"", ""tag"": ""VERB""},\n  {""text"": ""your"", ""tag"": ""DET""},\n  {""text"": ""presentations"", ""tag"": ""NOUN""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""very"", ""tag"": ""ADV""},\n  {""text"": ""much"", ""tag"": ""ADV""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': ""'"", 'tag': 'PUNCT'}, {'text': 'I', 'tag': 'PRON'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'enjoyed', 'tag': 'VERB'}, {'text': 'your', 'tag': 'DET'}, {'text': 'presentations', 'tag': 'NOUN'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'very', 'tag': 'ADV'}, {'text': 'much', 'tag': 'ADV'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PUNCT', 'PRON', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'PUNCT']",1,"['PRP', 'VBN', 'PRP$', 'NNS', 'RB', 'RB', '.']",0
"['I', 'was', 'wondering', 'if', 'you', 'could', 'give', 'me', 'some', 'references', 'regarding', 'the', 'calculation', 'of', 'correlation', 'coefficients', 'from', 'a', 'GARCH', 'model', '.']","['PRON', 'AUX', 'VERB', 'SCONJ', 'PRON', 'AUX', 'VERB', 'PRON', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']",21,"[{'raw_response': 'Tags: [{""text"": ""I"", ""tag"": ""PRON""}, {""text"": ""was"", ""tag"": ""AUX""}, {""text"": ""wondering"", ""tag"": ""VERB""}, {""text"": ""if"", ""tag"": ""SCONJ""}, {""text"": ""you"", ""tag"": ""PRON""}, {""text"": ""could"", ""tag"": ""AUX""}, {""text"": ""give"", ""tag"": ""VERB""}, {""text"": ""me"", ""tag"": ""PRON""}, {""text"": ""some"", ""tag"": ""DET""}, {""text"": ""references"", ""tag"": ""NOUN""}, {""text"": ""regarding"", ""tag"": ""ADP""}, {""text"": ""the"", ""tag"": ""DET""}, {""text"": ""calculation"", ""tag"": ""NOUN""}, {""text"": ""of"", ""tag"": ""ADP""}, {""text"": ""correlation"", ""tag"": ""NOUN""}, {""text"": ""coefficients"", ""tag"": ""NOUN""}, {""text"": ""from"", ""tag"": ""ADP""}, {""text"": ""a"", ""tag"": ""DET""}, {""text"": ""GARCH"", ""tag"": ""PROPN""}, {""text"": ""model"", ""tag"": ""NOUN""}, {""text"": ""."", ""tag"": ""PUNCT""}]', 'parsed_json': {'error': 'Response could not be parsed as JSON', 'raw_output': 'Tags: [{""text"": ""I"", ""tag"": ""PRON""}, {""text"": ""was"", ""tag"": ""AUX""}, {""text"": ""wondering"", ""tag"": ""VERB""}, {""text"": ""if"", ""tag"": ""SCONJ""}, {""text"": ""you"", ""tag"": ""PRON""}, {""text"": ""could"", ""tag"": ""AUX""}, {""text"": ""give"", ""tag"": ""VERB""}, {""text"": ""me"", ""tag"": ""PRON""}, {""text"": ""some"", ""tag"": ""DET""}, {""text"": ""references"", ""tag"": ""NOUN""}, {""text"": ""regarding"", ""tag"": ""ADP""}, {""text"": ""the"", ""tag"": ""DET""}, {""text"": ""calculation"", ""tag"": ""NOUN""}, {""text"": ""of"", ""tag"": ""ADP""}, {""text"": ""correlation"", ""tag"": ""NOUN""}, {""text"": ""coefficients"", ""tag"": ""NOUN""}, {""text"": ""from"", ""tag"": ""ADP""}, {""text"": ""a"", ""tag"": ""DET""}, {""text"": ""GARCH"", ""tag"": ""PROPN""}, {""text"": ""model"", ""tag"": ""NOUN""}, {""text"": ""."", ""tag"": ""PUNCT""}]'}}]",[],0,"['PRP', 'VBD', 'VBG', 'IN', 'PRP', 'MD', 'VB', 'PRP', 'DT', 'NNS', 'VBG', 'DT', 'NN', 'IN', 'NN', 'NNS', 'IN', 'SYM', 'NNP', 'NN', '.']",0
"['Thank', 'you', '.']","['VERB', 'PRON', 'PUNCT']",3,"[{'raw_response': '[\n  {""text"": ""Thank"", ""tag"": ""INTJ""},\n  {""text"": ""you"", ""tag"": ""PRON""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'Thank', 'tag': 'INTJ'}, {'text': 'you', 'tag': 'PRON'}, {'text': '.', 'tag': 'PUNCT'}]}]","['INTJ', 'PRON', 'PUNCT']",2,"['VB', 'PRP', '.']",0
"['Magali', 'Van', 'Belle', 'Consultant', 'PHB', 'Hagler', 'Bailly', 'MANAGEMENT', 'AND', 'ECONOMIC', 'CONSULTANTS', 'PHB', 'Hagler', 'Bailly', ',', 'Inc.', '(', '202', ')', '828-3933', 'direct', 'dial', '1776', 'Eye', 'Street', ',', 'N.W.', '(', '202', ')', '296-3858', 'facsimile', 'Washington', ',', 'D.C.', '20006-3700', 'mvanbell@haglerbailly.com', 'e-mail']","['PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'NUM', 'ADJ', 'NOUN', 'NUM', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'NUM', 'NOUN', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'X', 'NOUN']",38,"[{'raw_response': '[\n  {""text"": ""Magali"", ""tag"": ""PROPN""},\n  {""text"": ""Van"", ""tag"": ""ADJ""},\n  {""text"": ""Belle"", ""tag"": ""PROPN""},\n  {""text"": ""Consultant"", ""tag"": ""NOUN""},\n  {""text"": ""PHB"", ""tag"": ""PROPN""},\n  {""text"": ""Hagler"", ""tag"": ""PROPN""},\n  {""text"": ""Bailly"", ""tag"": ""PROPN""},\n  {""text"": ""MANAGEMENT"", ""tag"": ""NOUN""},\n  {""text"": ""AND"", ""tag"": ""CCONJ""},\n  {""text"": ""ECONOMIC"", ""tag"": ""ADJ""},\n  {""text"": ""CONSULTANTS"", ""tag"": ""NOUN""},\n  {""text"": ""PHB"", ""tag"": ""PROPN""},\n  {""text"": ""Hagler"", ""tag"": ""PROPN""},\n  {""text"": ""Bailly"", ""tag"": ""PROPN""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""Inc."", ""tag"": ""NOUN""},\n  {""text"": ""("", ""tag"": ""ADP""},\n  {""text"": ""202"", ""tag"": ""NUM""},\n  {""text"": "")"", ""tag"": ""ADP""},\n  {""text"": ""828-3933"", ""tag"": ""NUM""},\n  {""text"": ""direct"", ""tag"": ""ADJ""},\n  {""text"": ""dial"", ""tag"": ""VERB""},\n  {""text"": ""1776"", ""tag"": ""NUM""},\n  {""text"": ""Eye"", ""tag"": ""NOUN""},\n  {""text"": ""Street"", ""tag"": ""PROPN""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""N."", ""tag"": ""ADJ""},\n  {""text"": ""W."", ""tag"": ""ADJ""},\n  {""text"": ""("", ""tag"": ""ADP""},\n  {""text"": ""202"", ""tag"": ""NUM""},\n  {""text"": "")"", ""tag"": ""ADP""},\n  {""text"": ""296-3858"", ""tag"": ""NUM""},\n  {""text"": ""facsimile"", ""tag"": ""NOUN""},\n  {""text"": ""Washington"", ""tag"": ""PROPN""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""D.C."", ""tag"": ""PROPN""},\n  {""text"": ""20006-3700"", ""tag"": ""NUM""},\n  {""text"": ""mvanbell@haglerbailly.com"", ""tag"": ""X""},\n  {""text"": ""e-mail"", ""tag"": ""NOUN""}\n]', 'parsed_json': [{'text': 'Magali', 'tag': 'PROPN'}, {'text': 'Van', 'tag': 'ADJ'}, {'text': 'Belle', 'tag': 'PROPN'}, {'text': 'Consultant', 'tag': 'NOUN'}, {'text': 'PHB', 'tag': 'PROPN'}, {'text': 'Hagler', 'tag': 'PROPN'}, {'text': 'Bailly', 'tag': 'PROPN'}, {'text': 'MANAGEMENT', 'tag': 'NOUN'}, {'text': 'AND', 'tag': 'CCONJ'}, {'text': 'ECONOMIC', 'tag': 'ADJ'}, {'text': 'CONSULTANTS', 'tag': 'NOUN'}, {'text': 'PHB', 'tag': 'PROPN'}, {'text': 'Hagler', 'tag': 'PROPN'}, {'text': 'Bailly', 'tag': 'PROPN'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'Inc.', 'tag': 'NOUN'}, {'text': '(', 'tag': 'ADP'}, {'text': '202', 'tag': 'NUM'}, {'text': ')', 'tag': 'ADP'}, {'text': '828-3933', 'tag': 'NUM'}, {'text': 'direct', 'tag': 'ADJ'}, {'text': 'dial', 'tag': 'VERB'}, {'text': '1776', 'tag': 'NUM'}, {'text': 'Eye', 'tag': 'NOUN'}, {'text': 'Street', 'tag': 'PROPN'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'N.', 'tag': 'ADJ'}, {'text': 'W.', 'tag': 'ADJ'}, {'text': '(', 'tag': 'ADP'}, {'text': '202', 'tag': 'NUM'}, {'text': ')', 'tag': 'ADP'}, {'text': '296-3858', 'tag': 'NUM'}, {'text': 'facsimile', 'tag': 'NOUN'}, {'text': 'Washington', 'tag': 'PROPN'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'D.C.', 'tag': 'PROPN'}, {'text': '20006-3700', 'tag': 'NUM'}, {'text': 'mvanbell@haglerbailly.com', 'tag': 'X'}, {'text': 'e-mail', 'tag': 'NOUN'}]}]","['PROPN', 'ADJ', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'NUM', 'ADP', 'NUM', 'ADJ', 'VERB', 'NUM', 'NOUN', 'PROPN', 'PUNCT', 'ADJ', 'ADJ', 'ADP', 'NUM', 'ADP', 'NUM', 'NOUN', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'X', 'NOUN']",17,"['NNP', 'NN', 'NNP', 'NN', 'NNP', 'NNP', 'NNP', 'NN', 'CC', 'JJ', 'NNS', 'NNP', 'NNP', 'NNP', ',', 'NNP', '.', '', 'CD', '', 'CD', ':', 'CD', 'RB', 'NN', 'CD', 'NN', 'NN', ',', 'NNP', '.', 'NNP', '.', '', 'CD', '', 'CD', ':', 'CD', 'JJ', 'NNP', ',', 'NNP', '.', 'NNP', '.', 'CD', ':', 'CD', 'NNP', 'IN', 'NNP', '.', 'NNP', 'NN', ':', 'NN']",0
"['Andrew', 'Edison@ENRON']","['X', 'X']",2,"[{'raw_response': '[\n  {""text"": ""Andrew"", ""tag"": ""PROPN""},\n  {""text"": ""Edison"", ""tag"": ""PROPN""},\n  {""text"": ""@"", ""tag"": ""SYM""},\n  {""text"": ""ENRON"", ""tag"": ""PROPN""}\n]', 'parsed_json': [{'text': 'Andrew', 'tag': 'PROPN'}, {'text': 'Edison', 'tag': 'PROPN'}, {'text': '@', 'tag': 'SYM'}, {'text': 'ENRON', 'tag': 'PROPN'}]}]","['PROPN', 'PROPN', 'SYM', 'PROPN']",0,"['NNP', 'NNP', 'IN', 'NNP']",0
"['06/02/2001', '10:53', 'AM']","['NUM', 'NUM', 'NOUN']",3,"[{'raw_response': '[\n  {""text"": ""06"", ""tag"": ""NUM""},\n  {""text"": ""/"", ""tag"": ""SYM""},\n  {""text"": ""02"", ""tag"": ""NUM""},\n  {""text"": ""/"", ""tag"": ""SYM""},\n  {""text"": ""2001"", ""tag"": ""NUM""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""10"", ""tag"": ""NUM""},\n  {""text"": "":"", ""tag"": ""PUNCT""},\n  {""text"": ""53"", ""tag"": ""NUM""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""AM"", ""tag"": ""NOUN""}\n]', 'parsed_json': [{'text': '06', 'tag': 'NUM'}, {'text': '/', 'tag': 'SYM'}, {'text': '02', 'tag': 'NUM'}, {'text': '/', 'tag': 'SYM'}, {'text': '2001', 'tag': 'NUM'}, {'text': ',', 'tag': 'PUNCT'}, {'text': '10', 'tag': 'NUM'}, {'text': ':', 'tag': 'PUNCT'}, {'text': '53', 'tag': 'NUM'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'AM', 'tag': 'NOUN'}]}]","['NUM', 'SYM', 'NUM', 'SYM', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'NOUN']",1,"['CD', ':', 'CD', ':', 'CD', 'CD', ':', 'CD', 'NN']",0
